tenure,monthly_charges,contract_type,support_calls,data_usage_gb,senior_citizen,TRUE_PROB,churn
71,30.88,Month-to-Month,3,1.38,0,0.0286,0
22,72.43,One Year,1,1.05,1,0.4144,1
71,47.38,Month-to-Month,2,2.51,0,0.0381,0
29,86.78,Month-to-Month,0,24.34,0,0.4524,0
19,31.33,Month-to-Month,2,11.02,0,0.3035,0
23,84.24,Month-to-Month,3,0.5,0,0.7756,1
39,81.42,Two Year,0,4.1,0,0.1149,0
18,67.36,Two Year,3,2.38,0,0.3783,0
24,23.01,Month-to-Month,1,8.13,0,0.163,0
35,30.53,Month-to-Month,5,4.92,0,0.2791,0
60,69.8,Month-to-Month,2,26.71,0,0.1027,0
44,60.34,One Year,2,1.98,0,0.1029,0
30,79.55,One Year,5,7.09,0,0.5119,1
39,63.64,Month-to-Month,2,9.64,0,0.3012,1
33,61.9,One Year,2,13.97,0,0.166,0
15,20.0,One Year,0,4.18,0,0.0877,0
65,81.45,Two Year,0,9.29,0,0.024,0
61,52.02,Month-to-Month,2,2.89,0,0.0787,0
28,57.04,Month-to-Month,2,4.57,0,0.4097,0
23,43.6,Month-to-Month,2,18.08,0,0.327,0
15,34.19,Two Year,2,23.95,1,0.145,0
40,94.44,One Year,3,10.15,0,0.3605,0
40,80.91,One Year,0,3.75,0,0.1533,0
19,81.24,Month-to-Month,2,13.72,0,0.7147,0
33,60.67,Month-to-Month,2,0.5,1,0.4533,0
44,30.24,Month-to-Month,0,0.87,1,0.0846,0
22,107.04,One Year,2,8.66,1,0.733,1
26,73.45,Month-to-Month,2,2.75,0,0.5851,0
26,67.74,Month-to-Month,2,24.19,1,0.5326,1
19,57.82,One Year,2,4.58,0,0.3134,0
27,24.11,Month-to-Month,5,4.49,0,0.3372,0
11,87.83,Month-to-Month,3,9.07,0,0.8701,1
26,43.85,Month-to-Month,2,11.67,0,0.3153,0
26,75.93,Two Year,0,5.16,0,0.1874,0
28,80.42,One Year,0,1.93,0,0.2693,0
37,71.68,Two Year,1,11.87,1,0.135,0
14,74.4,Month-to-Month,1,3.09,0,0.6981,1
16,91.92,Two Year,4,1.54,1,0.7367,0
19,49.15,Two Year,1,7.99,0,0.1428,0
14,68.29,One Year,2,0.76,0,0.4954,1
39,60.5,Two Year,4,28.42,0,0.1021,0
22,28.21,Month-to-Month,1,8.01,0,0.2178,0
29,70.73,Month-to-Month,2,34.09,0,0.4092,0
18,90.03,Month-to-Month,5,3.31,0,0.8967,1
24,92.53,One Year,1,28.38,0,0.3853,1
34,102.15,One Year,2,1.26,0,0.4812,1
35,29.53,One Year,0,0.5,0,0.0409,0
16,97.57,Month-to-Month,1,0.5,0,0.8276,1
28,68.7,Month-to-Month,0,5.0,0,0.3876,1
18,97.01,Month-to-Month,1,0.69,0,0.8077,1
28,57.1,One Year,1,5.74,0,0.1719,0
21,54.38,Month-to-Month,0,3.17,0,0.3817,0
67,40.69,Two Year,2,3.27,1,0.0126,0
44,80.52,Month-to-Month,1,8.08,1,0.3841,0
36,75.29,Month-to-Month,1,1.42,0,0.4053,1
25,42.66,Two Year,2,11.64,0,0.1,0
44,21.72,Month-to-Month,0,6.98,0,0.0431,0
29,73.3,Month-to-Month,1,19.72,0,0.4274,0
64,75.58,Month-to-Month,1,3.63,0,0.1095,0
46,45.26,Month-to-Month,2,32.46,1,0.1202,0
24,41.24,Two Year,2,6.86,0,0.1088,0
60,78.12,One Year,3,29.02,1,0.0868,0
25,102.13,Month-to-Month,3,0.5,1,0.8805,1
69,55.1,One Year,0,10.41,1,0.0153,0
62,47.41,Month-to-Month,2,13.57,0,0.0541,0
34,70.98,One Year,0,0.5,0,0.1612,0
12,77.71,Two Year,0,6.92,0,0.3576,1
33,57.71,Two Year,2,12.95,0,0.1052,0
16,105.5,Month-to-Month,1,6.59,0,0.8596,1
21,83.03,Month-to-Month,1,0.53,0,0.6878,0
22,57.37,Month-to-Month,1,9.46,0,0.4272,0
15,33.15,One Year,3,0.5,0,0.2489,0
33,91.39,Month-to-Month,3,13.61,0,0.6624,1
20,88.84,Month-to-Month,2,0.5,1,0.8352,1
26,58.94,Two Year,0,1.18,0,0.118,0
22,72.01,Month-to-Month,3,2.57,0,0.6934,0
37,61.99,Month-to-Month,1,8.03,0,0.2604,0
36,75.41,Month-to-Month,3,29.96,0,0.42,1
25,44.5,Month-to-Month,6,1.0,1,0.6793,1
38,41.65,Month-to-Month,1,1.23,0,0.1532,0
52,81.22,Month-to-Month,3,3.68,0,0.3294,0
8,83.75,Month-to-Month,4,14.47,0,0.8966,1
21,55.18,Month-to-Month,1,5.04,1,0.5076,1
17,50.02,One Year,2,3.1,0,0.2874,0
20,87.95,Month-to-Month,2,6.59,0,0.7622,1
7,50.69,One Year,0,2.41,0,0.3225,0
7,66.11,Month-to-Month,5,4.1,0,0.8766,1
4,63.57,Month-to-Month,1,3.23,0,0.7458,1
22,35.66,Two Year,3,13.04,1,0.1497,0
22,68.84,Month-to-Month,4,20.64,0,0.6639,1
56,66.89,Month-to-Month,0,11.4,0,0.0912,0
32,72.2,Two Year,1,4.63,1,0.2002,0
7,68.16,One Year,2,5.61,0,0.5704,0
38,107.71,Month-to-Month,1,1.07,0,0.6534,1
72,88.23,Month-to-Month,1,10.99,0,0.0956,1
8,65.78,One Year,3,7.26,0,0.6006,0
64,67.6,Two Year,3,18.62,0,0.0284,0
29,100.27,Month-to-Month,2,1.79,0,0.7621,0
23,82.26,Month-to-Month,1,11.41,0,0.613,1
21,40.42,Month-to-Month,1,9.23,0,0.2973,1
35,83.98,Month-to-Month,4,2.47,1,0.7353,1
23,89.86,Month-to-Month,3,8.81,0,0.7787,1
15,97.35,Month-to-Month,2,20.66,1,0.8682,1
22,56.97,Month-to-Month,1,20.05,0,0.3848,0
35,55.51,Month-to-Month,1,10.17,1,0.2952,0
41,46.16,Two Year,5,0.5,0,0.1081,1
68,71.16,Month-to-Month,2,16.46,0,0.0816,0
31,79.66,Month-to-Month,2,8.58,0,0.5517,0
54,54.73,Month-to-Month,2,2.97,0,0.1225,0
26,62.16,Two Year,2,1.66,0,0.1921,0
28,23.93,One Year,4,0.99,0,0.1236,0
28,95.19,One Year,1,0.5,1,0.5346,1
33,33.7,Month-to-Month,0,11.22,0,0.1137,0
45,72.5,Two Year,0,2.15,1,0.0847,0
23,69.77,Month-to-Month,1,0.5,1,0.625,0
18,65.92,Month-to-Month,3,4.05,0,0.6971,1
47,66.38,One Year,1,5.27,0,0.0849,0
45,44.76,Two Year,2,1.48,0,0.0411,0
58,58.44,One Year,2,0.5,0,0.046,0
21,84.38,Two Year,3,1.68,0,0.4792,0
26,90.3,Two Year,1,9.09,0,0.3136,0
47,56.58,Month-to-Month,4,0.69,0,0.2741,0
23,33.79,Month-to-Month,1,6.48,0,0.2442,1
40,49.43,Month-to-Month,4,1.27,0,0.3088,0
27,102.05,Two Year,2,1.74,1,0.5634,0
35,50.62,Month-to-Month,5,3.99,0,0.4469,1
15,63.06,Two Year,3,0.85,0,0.3875,0
31,93.32,Month-to-Month,1,1.52,1,0.7014,0
3,54.46,Month-to-Month,1,3.43,0,0.6923,1
52,61.69,Month-to-Month,1,3.2,0,0.1351,0
43,80.89,Month-to-Month,2,11.07,0,0.3751,0
17,99.24,Two Year,0,0.62,0,0.485,1
65,52.09,Month-to-Month,0,15.75,0,0.0318,0
50,92.84,Month-to-Month,2,13.55,0,0.3595,0
15,59.37,Month-to-Month,1,11.62,1,0.6052,1
22,47.28,Month-to-Month,5,2.96,0,0.609,1
16,69.99,Month-to-Month,1,13.85,0,0.6072,0
35,41.85,Month-to-Month,1,1.61,0,0.1804,1
21,74.44,Two Year,2,1.06,0,0.3326,0
9,120.0,Month-to-Month,0,0.5,0,0.9289,1
28,87.11,Month-to-Month,1,22.42,0,0.5412,0
46,62.9,One Year,1,2.95,1,0.1081,0
31,86.04,Month-to-Month,2,19.97,0,0.5629,0
38,46.37,Month-to-Month,2,2.55,0,0.2102,0
33,49.73,Month-to-Month,1,19.05,0,0.2066,0
42,63.46,Month-to-Month,0,18.74,0,0.1567,1
34,66.76,One Year,1,20.58,0,0.1369,0
27,39.13,Month-to-Month,3,5.48,0,0.3291,1
31,58.87,One Year,2,16.08,0,0.1669,0
59,62.11,Two Year,2,24.09,0,0.0232,0
40,95.84,Month-to-Month,3,3.14,0,0.6419,0
17,39.13,Month-to-Month,2,4.34,0,0.4213,0
31,37.28,Month-to-Month,1,10.16,0,0.178,0
35,68.51,Month-to-Month,3,2.86,0,0.48,1
27,88.02,Two Year,1,11.21,1,0.341,1
9,76.03,One Year,2,0.61,0,0.6336,0
18,71.05,Month-to-Month,0,5.93,1,0.6263,1
23,59.23,Month-to-Month,0,1.04,0,0.3895,1
69,78.52,Month-to-Month,5,2.78,0,0.2191,0
37,81.54,One Year,1,2.39,0,0.2214,0
11,59.85,One Year,3,14.61,0,0.4649,0
28,46.03,One Year,4,1.72,0,0.2368,0
55,46.16,Month-to-Month,1,13.22,0,0.0621,0
21,82.57,One Year,0,12.64,0,0.3417,1
48,34.11,Month-to-Month,1,5.53,0,0.0668,0
12,98.54,Month-to-Month,3,2.13,0,0.9143,1
4,55.88,Month-to-Month,0,2.06,0,0.6446,1
52,71.19,Month-to-Month,1,5.0,0,0.1761,1
23,79.03,One Year,0,0.5,1,0.404,1
9,51.33,Two Year,2,6.06,1,0.3694,0
24,55.8,Month-to-Month,1,24.42,0,0.3341,1
32,67.64,Two Year,2,1.34,0,0.1689,0
37,47.93,Month-to-Month,0,6.81,0,0.1505,0
5,43.65,One Year,1,26.11,0,0.2661,1
20,45.44,Two Year,1,15.76,0,0.1074,0
30,89.18,Month-to-Month,1,15.2,0,0.5569,1
37,72.96,Two Year,1,13.8,0,0.1084,0
17,49.14,Month-to-Month,1,2.96,0,0.4527,0
26,82.46,Month-to-Month,0,17.7,0,0.4859,0
21,50.24,One Year,2,22.69,0,0.1922,0
33,25.99,Two Year,2,5.48,0,0.0412,0
51,78.94,Two Year,2,3.5,0,0.0875,0
24,97.92,One Year,1,4.28,0,0.5161,0
13,76.16,Month-to-Month,8,3.25,0,0.9394,1
20,27.25,Month-to-Month,6,1.91,0,0.535,0
65,64.53,Two Year,0,7.71,0,0.0142,0
18,59.51,Month-to-Month,0,6.62,0,0.45,1
15,72.56,One Year,2,4.97,0,0.5038,1
24,48.05,Month-to-Month,2,0.81,0,0.4131,1
28,58.33,One Year,3,12.75,0,0.2395,0
22,36.6,Month-to-Month,2,1.54,0,0.341,1
12,69.44,Two Year,0,0.97,0,0.3128,0
35,37.34,One Year,1,7.81,0,0.0622,0
33,73.75,Two Year,1,4.07,1,0.197,0
41,49.99,Month-to-Month,5,0.5,0,0.3579,0
33,20.0,One Year,1,3.52,1,0.0554,0
62,80.88,One Year,3,11.82,0,0.0829,0
43,74.88,One Year,2,7.64,0,0.1616,0
39,92.06,Two Year,4,3.61,0,0.3428,1
52,23.2,Month-to-Month,1,1.7,1,0.0535,0
32,51.91,Month-to-Month,2,7.99,0,0.311,1
27,67.63,Month-to-Month,0,17.48,0,0.3567,1
34,76.43,Month-to-Month,0,8.31,0,0.352,0
8,35.74,Two Year,1,13.41,1,0.1967,0
32,73.63,Month-to-Month,2,5.9,0,0.4983,0
28,53.56,Month-to-Month,2,10.13,1,0.4374,0
36,27.9,Month-to-Month,3,18.12,0,0.1394,0
48,49.99,Month-to-Month,3,11.87,0,0.1571,0
39,75.29,Month-to-Month,3,19.25,0,0.4118,1
20,28.73,Month-to-Month,1,4.51,0,0.2499,0
44,77.74,Month-to-Month,1,18.77,1,0.3144,0
63,70.67,Month-to-Month,0,7.77,0,0.0761,0
49,59.92,Two Year,1,16.32,1,0.0458,0
14,32.3,Month-to-Month,5,0.5,0,0.6116,1
39,33.9,Month-to-Month,1,8.58,0,0.106,1
15,57.03,Two Year,2,15.07,0,0.2454,0
25,42.5,One Year,0,1.53,0,0.1064,0
36,58.32,Two Year,1,8.67,0,0.0772,0
33,83.12,Two Year,2,13.94,0,0.214,1
49,59.54,Month-to-Month,1,2.72,0,0.1522,0
63,58.99,One Year,2,4.16,1,0.0457,0
38,59.01,Month-to-Month,1,6.74,1,0.3021,0
24,85.27,Month-to-Month,0,5.86,0,0.5855,1
9,90.87,Two Year,3,0.5,0,0.7108,1
55,73.44,Month-to-Month,0,0.83,0,0.1403,0
28,67.73,One Year,2,0.85,0,0.2888,0
29,69.59,One Year,3,2.43,0,0.3415,1
30,93.56,Month-to-Month,5,2.26,0,0.831,1
37,74.53,Two Year,4,10.85,0,0.2221,0
37,95.45,Month-to-Month,3,6.8,0,0.6585,1
25,56.62,Month-to-Month,1,11.55,0,0.362,1
28,38.29,Two Year,1,0.58,0,0.0698,0
21,51.62,Month-to-Month,1,5.31,0,0.4049,1
20,53.74,One Year,0,3.13,0,0.1927,0
20,97.09,Month-to-Month,1,15.17,0,0.7572,0
28,79.73,Month-to-Month,3,9.84,0,0.6531,1
18,52.25,Two Year,3,16.28,0,0.2274,1
4,81.17,One Year,0,0.5,0,0.6321,1
24,62.41,Month-to-Month,1,10.21,0,0.4363,0
14,97.69,Month-to-Month,2,6.21,0,0.8671,1
31,58.33,Two Year,4,13.94,0,0.178,0
21,34.22,Month-to-Month,2,5.66,0,0.3216,1
37,61.26,Two Year,1,6.22,0,0.0823,0
15,58.34,Month-to-Month,1,0.5,0,0.5711,1
10,38.14,One Year,2,8.83,0,0.2751,0
28,76.72,Two Year,1,2.55,0,0.2183,0
23,93.49,Month-to-Month,4,0.5,0,0.8532,1
13,42.55,One Year,1,0.55,0,0.2396,0
43,84.45,One Year,1,25.23,0,0.1387,0
17,52.87,One Year,1,3.4,0,0.2649,0
19,64.51,Month-to-Month,2,16.2,0,0.5645,1
47,62.4,One Year,1,25.69,0,0.0548,0
38,64.51,One Year,2,22.96,1,0.1619,0
15,74.46,Two Year,2,17.08,0,0.3594,1
25,44.52,One Year,1,18.02,0,0.1176,0
15,90.87,Month-to-Month,0,2.73,0,0.7624,0
45,75.07,Two Year,1,1.31,0,0.0864,0
45,81.71,Month-to-Month,1,8.16,1,0.3711,0
67,49.4,Month-to-Month,3,5.36,0,0.0609,0
72,42.7,Month-to-Month,0,0.83,0,0.0191,0
21,88.65,Month-to-Month,2,9.05,0,0.7532,1
42,41.85,Month-to-Month,1,6.62,0,0.1208,0
9,67.99,Month-to-Month,1,15.91,0,0.6806,1
32,85.38,Month-to-Month,4,7.52,0,0.6984,0
36,62.46,One Year,5,6.83,0,0.2836,1
17,88.4,Month-to-Month,0,4.65,0,0.7115,1
20,59.57,Month-to-Month,1,4.97,0,0.488,1
45,39.45,Month-to-Month,0,24.7,0,0.0566,1
37,72.48,Month-to-Month,2,1.19,0,0.4282,0
63,68.97,Month-to-Month,1,4.73,0,0.0922,0
59,118.76,One Year,0,8.53,0,0.1658,1
11,46.1,Two Year,1,4.54,0,0.2077,0
22,59.96,Two Year,3,2.66,0,0.2666,0
16,50.38,Two Year,1,2.71,0,0.1843,0
43,62.15,Month-to-Month,1,2.13,0,0.2212,0
34,61.34,Month-to-Month,1,3.37,0,0.3127,1
17,47.55,Month-to-Month,2,16.43,1,0.5297,1
18,74.36,One Year,3,5.63,0,0.5244,1
53,60.72,Month-to-Month,1,2.2,0,0.1263,1
23,91.91,One Year,1,3.88,0,0.4814,1
8,52.03,Month-to-Month,1,0.89,1,0.6857,1
16,102.23,Month-to-Month,2,18.75,0,0.8518,0
69,70.52,Two Year,1,4.2,0,0.0178,0
48,90.43,One Year,2,31.45,0,0.1487,0
14,67.31,Two Year,1,3.42,0,0.3131,1
32,49.39,One Year,0,14.48,0,0.0756,0
46,59.73,Two Year,1,2.37,0,0.049,0
10,37.26,One Year,0,0.63,0,0.1956,0
49,62.77,Two Year,1,0.5,0,0.0482,0
37,68.44,Month-to-Month,3,7.45,0,0.4344,1
19,65.91,One Year,2,2.99,0,0.3808,0
40,91.6,One Year,3,4.69,0,0.3615,0
34,62.02,Month-to-Month,2,13.66,1,0.4055,1
35,27.12,Two Year,2,2.28,0,0.039,0
32,120.0,Two Year,2,2.95,0,0.5637,1
18,51.19,Month-to-Month,2,14.93,0,0.4749,0
20,84.37,Month-to-Month,0,5.43,0,0.643,0
26,34.92,Month-to-Month,0,14.07,0,0.1626,1
30,69.9,Two Year,2,3.75,0,0.1959,0
41,49.11,One Year,1,4.06,0,0.068,0
70,20.0,Month-to-Month,0,1.46,0,0.0096,0
33,59.34,Month-to-Month,1,19.85,0,0.2588,1
40,64.0,Month-to-Month,1,18.17,0,0.2131,0
45,60.62,One Year,2,33.19,1,0.0865,0
42,69.86,Month-to-Month,3,4.12,0,0.3832,0
17,59.61,Month-to-Month,3,13.66,0,0.6193,1
55,66.38,One Year,3,4.29,0,0.0836,0
51,68.4,Month-to-Month,0,4.85,0,0.1361,0
31,64.3,Month-to-Month,1,14.18,1,0.4016,1
18,61.58,Month-to-Month,3,1.56,0,0.6684,1
30,47.13,Month-to-Month,2,1.99,0,0.3169,0
11,76.89,Month-to-Month,0,3.02,1,0.7625,1
59,59.34,Two Year,2,12.42,0,0.0255,0
21,57.72,Two Year,2,3.73,0,0.2177,0
25,75.25,Two Year,1,3.55,0,0.2354,1
57,69.24,Two Year,2,50.0,0,0.0232,0
54,51.04,Month-to-Month,2,3.87,0,0.1105,0
35,90.01,Month-to-Month,0,2.28,0,0.4818,0
63,41.22,Month-to-Month,0,7.81,0,0.0274,0
17,44.37,Two Year,3,12.95,0,0.1951,0
35,78.37,One Year,3,0.58,0,0.335,1
17,100.02,Month-to-Month,2,7.72,0,0.8525,1
50,53.45,Month-to-Month,0,0.5,0,0.0984,0
49,73.26,Month-to-Month,0,5.98,0,0.1747,0
65,41.15,Month-to-Month,1,2.38,0,0.0332,0
29,46.42,Two Year,1,2.93,0,0.081,0
72,87.64,Month-to-Month,2,5.04,0,0.127,0
16,72.32,Two Year,0,20.95,0,0.22,0
29,88.26,Month-to-Month,0,9.92,0,0.5323,1
17,86.73,One Year,2,22.1,0,0.5303,0
32,23.21,Two Year,3,8.63,0,0.0468,0
18,41.08,Two Year,1,0.5,0,0.1332,0
50,70.49,Month-to-Month,3,2.47,0,0.2886,0
37,31.06,Month-to-Month,3,18.9,0,0.1443,0
16,43.91,Month-to-Month,2,8.25,1,0.5445,0
44,93.54,Month-to-Month,3,31.98,0,0.4502,0
61,54.17,One Year,1,1.36,1,0.035,0
39,79.21,Two Year,3,2.82,0,0.2039,1
13,64.44,Month-to-Month,4,3.6,1,0.835,0
27,51.4,Month-to-Month,2,3.16,0,0.3834,1
42,31.72,Month-to-Month,3,2.32,0,0.1459,1
26,69.67,Two Year,1,4.69,0,0.1934,1
16,94.09,Two Year,2,8.22,0,0.5485,0
52,51.97,Month-to-Month,1,2.98,0,0.0975,0
25,66.37,Month-to-Month,0,0.66,0,0.426,1
61,34.6,One Year,0,9.86,1,0.0124,0
22,51.56,One Year,2,4.91,0,0.2362,0
24,71.82,Month-to-Month,0,6.5,1,0.5377,1
21,79.87,Two Year,2,4.86,0,0.3668,0
27,76.12,Two Year,1,17.68,0,0.188,1
37,24.37,One Year,1,6.55,0,0.0359,0
17,55.86,One Year,2,20.54,0,0.2814,0
15,45.65,Month-to-Month,0,5.72,0,0.3808,0
10,58.82,One Year,3,2.77,0,0.5168,0
10,62.78,Month-to-Month,2,3.51,0,0.7255,1
13,86.33,Month-to-Month,3,5.91,0,0.8579,1
22,70.9,Month-to-Month,1,6.04,0,0.5552,1
32,93.36,Month-to-Month,1,9.3,0,0.5865,1
36,51.01,Month-to-Month,2,2.03,0,0.269,0
31,36.66,Month-to-Month,0,8.6,0,0.1383,0
58,94.1,One Year,2,12.06,0,0.1272,0
67,73.67,One Year,0,9.03,0,0.0257,0
25,50.13,Month-to-Month,0,5.26,0,0.281,0
17,73.76,Month-to-Month,1,38.31,0,0.5356,1
72,81.71,Two Year,1,4.15,0,0.0225,0
52,67.38,Month-to-Month,0,0.9,1,0.1748,0
50,50.42,Two Year,0,13.79,0,0.0193,0
22,56.17,Month-to-Month,1,1.91,0,0.4493,0
45,70.81,One Year,1,9.99,0,0.1017,0
32,68.98,Month-to-Month,2,1.58,0,0.4749,0
28,89.25,One Year,3,0.5,0,0.5233,1
28,59.48,Two Year,1,1.39,0,0.1323,0
38,45.72,Two Year,3,3.79,0,0.0778,0
59,116.54,Two Year,2,0.9,0,0.1902,0
72,68.49,Month-to-Month,1,1.76,0,0.0574,0
24,81.69,One Year,2,11.57,0,0.4235,0
32,75.44,Month-to-Month,1,11.75,1,0.492,1
28,68.73,One Year,0,13.61,1,0.2228,0
37,60.45,Month-to-Month,0,14.72,0,0.1983,0
26,20.0,Two Year,2,4.36,0,0.0507,0
72,43.74,Two Year,1,16.17,0,0.0051,0
20,71.58,Month-to-Month,1,5.97,0,0.5881,0
24,20.0,Month-to-Month,1,5.09,0,0.1623,0
22,66.43,Month-to-Month,3,10.14,0,0.6276,1
27,78.22,One Year,2,1.92,0,0.3777,0
14,81.67,Month-to-Month,0,12.47,0,0.6796,1
22,76.96,Two Year,0,4.49,0,0.2335,0
36,84.17,One Year,3,1.09,0,0.3586,0
36,97.11,One Year,2,1.02,0,0.4087,1
33,86.92,One Year,2,1.44,0,0.3631,1
56,68.94,Month-to-Month,2,17.7,1,0.18,0
37,62.31,Two Year,1,37.63,0,0.0543,0
55,67.29,One Year,3,3.53,0,0.088,0
72,59.49,Two Year,1,2.76,0,0.0107,0
45,87.35,Month-to-Month,1,1.98,0,0.3699,0
14,76.44,One Year,0,13.89,0,0.3931,1
34,57.38,Month-to-Month,1,1.88,0,0.2864,0
32,91.48,One Year,4,20.63,1,0.5547,1
61,59.16,One Year,2,8.81,0,0.0355,0
28,46.08,One Year,1,18.19,1,0.1359,0
19,64.79,One Year,0,6.46,0,0.2634,0
23,48.52,Month-to-Month,0,9.39,0,0.2892,0
14,83.72,Two Year,4,7.73,0,0.6164,1
3,48.09,Two Year,2,14.23,0,0.3236,0
72,62.69,Month-to-Month,1,14.46,1,0.0525,0
30,83.79,Two Year,0,7.13,0,0.1898,1
15,50.76,Month-to-Month,3,8.01,0,0.6031,1
64,73.22,One Year,2,20.4,0,0.0412,0
69,45.53,Month-to-Month,3,21.26,0,0.0385,0
32,69.89,Two Year,3,8.73,0,0.2041,0
13,76.34,Month-to-Month,4,0.5,0,0.8544,1
23,64.16,Month-to-Month,1,0.88,0,0.502,0
26,65.67,Month-to-Month,1,15.61,0,0.4128,1
30,73.88,Month-to-Month,1,0.71,0,0.4792,1
16,59.39,One Year,1,1.92,0,0.3243,1
47,82.79,Month-to-Month,0,2.1,0,0.2584,0
7,92.42,One Year,1,7.34,0,0.7,1
51,46.48,Two Year,0,6.88,0,0.0176,0
56,100.34,Two Year,3,2.73,0,0.1617,0
24,58.93,Two Year,1,1.86,0,0.1593,0
28,104.89,Month-to-Month,2,11.57,0,0.7678,1
60,59.2,Month-to-Month,0,21.92,1,0.0672,0
41,79.15,Month-to-Month,0,0.5,0,0.3139,0
25,79.04,Month-to-Month,1,1.14,0,0.6042,0
26,57.25,Two Year,1,8.22,0,0.1256,0
38,66.45,Month-to-Month,1,13.06,0,0.2703,0
70,93.8,Two Year,1,12.53,0,0.0336,0
27,58.56,Month-to-Month,2,10.17,0,0.4255,1
24,56.65,Two Year,5,17.47,0,0.2726,1
30,41.93,Month-to-Month,0,1.96,1,0.238,0
30,96.35,Month-to-Month,2,0.91,0,0.7214,1
35,55.38,One Year,1,7.64,0,0.1111,0
28,89.0,Month-to-Month,3,13.82,0,0.7012,1
52,52.97,One Year,1,6.98,0,0.0385,0
18,88.37,One Year,1,26.37,0,0.4493,1
37,81.13,Month-to-Month,2,12.7,0,0.4647,1
37,60.43,Two Year,2,9.65,0,0.0942,0
19,50.31,Month-to-Month,2,0.5,0,0.507,1
36,51.94,One Year,1,0.91,0,0.0993,0
38,51.68,Month-to-Month,3,12.29,1,0.3342,0
5,86.3,One Year,4,1.77,1,0.8693,1
17,68.2,Month-to-Month,1,0.5,0,0.6263,1
62,42.7,Month-to-Month,4,19.33,0,0.068,0
21,59.96,Month-to-Month,1,17.72,0,0.4268,1
15,62.38,Month-to-Month,0,1.97,0,0.5417,0
9,22.22,Month-to-Month,3,12.12,0,0.423,0
16,61.07,One Year,2,0.5,0,0.399,1
28,79.46,One Year,1,2.68,0,0.3196,0
14,62.25,Month-to-Month,6,7.82,0,0.8337,1
41,70.09,Month-to-Month,1,11.52,0,0.263,0
19,74.69,Month-to-Month,1,0.5,0,0.6554,1
35,58.15,Month-to-Month,0,3.16,1,0.2903,0
58,79.62,Month-to-Month,1,1.93,0,0.1749,0
56,94.15,Month-to-Month,3,50.0,1,0.2979,1
34,34.52,Two Year,1,8.89,1,0.0503,0
15,58.1,One Year,2,4.16,0,0.37,1
29,111.59,Month-to-Month,0,0.63,0,0.7444,1
35,68.41,Month-to-Month,0,7.3,0,0.2863,0
72,64.3,One Year,0,8.21,1,0.0185,0
9,59.84,Month-to-Month,0,13.56,0,0.5593,1
29,90.49,One Year,3,2.72,0,0.5164,0
40,46.22,Two Year,3,31.89,0,0.0462,0
31,83.52,One Year,2,4.63,0,0.354,1
33,59.46,Month-to-Month,0,2.81,0,0.2605,0
19,50.0,One Year,2,3.43,0,0.2624,0
47,60.38,Two Year,3,5.86,0,0.0744,0
30,64.07,One Year,1,22.08,1,0.1936,0
33,55.05,One Year,2,10.63,0,0.1428,0
49,87.26,Month-to-Month,5,6.89,0,0.5392,1
25,50.16,Month-to-Month,3,1.42,1,0.5458,1
54,67.8,One Year,4,1.29,0,0.1204,0
14,75.75,Two Year,0,5.58,0,0.3177,1
34,67.59,One Year,3,10.44,0,0.2391,0
19,80.44,One Year,0,11.12,1,0.4395,1
16,56.33,Month-to-Month,1,2.05,0,0.535,0
70,77.45,Month-to-Month,0,0.84,0,0.0703,0
14,78.04,Month-to-Month,0,3.88,0,0.6715,0
30,84.36,Month-to-Month,2,20.03,0,0.5563,0
14,27.29,One Year,3,6.31,1,0.2713,1
53,75.18,Month-to-Month,1,3.09,0,0.1934,0
24,83.03,One Year,0,3.13,0,0.3449,0
49,56.77,Two Year,2,1.13,0,0.049,0
40,54.04,Month-to-Month,1,5.13,0,0.1961,1
72,50.97,Month-to-Month,0,12.54,0,0.0214,0
12,44.36,One Year,2,27.68,0,0.2381,0
17,78.32,Two Year,0,5.57,0,0.2992,0
48,110.64,One Year,1,1.46,0,0.3021,0
35,53.88,Month-to-Month,1,9.19,0,0.2334,0
26,55.67,Month-to-Month,3,11.31,0,0.4675,0
72,65.31,Month-to-Month,3,0.6,0,0.0837,0
29,32.96,Month-to-Month,4,15.18,1,0.3464,1
19,51.09,Two Year,1,14.14,0,0.1406,0
49,63.86,Two Year,0,5.12,0,0.0357,0
30,47.12,Month-to-Month,2,6.58,0,0.3014,1
31,88.95,Month-to-Month,1,10.0,0,0.5619,1
41,39.12,Month-to-Month,4,9.03,0,0.207,1
42,83.02,Two Year,3,0.5,0,0.2015,0
17,94.37,Month-to-Month,1,1.04,0,0.808,0
25,72.63,One Year,4,1.42,0,0.4824,0
13,62.25,Month-to-Month,1,11.27,0,0.5948,1
35,69.93,One Year,2,4.64,0,0.2133,0
69,56.19,Month-to-Month,3,6.31,0,0.0677,0
17,24.28,Month-to-Month,0,11.85,1,0.24,1
11,45.41,One Year,3,3.34,1,0.4553,1
21,64.78,One Year,2,11.05,0,0.3277,0
26,46.19,Month-to-Month,0,4.67,0,0.2487,0
42,56.74,Month-to-Month,2,3.79,0,0.2302,1
24,74.58,Month-to-Month,0,3.24,0,0.4989,1
35,67.9,Month-to-Month,0,26.81,0,0.223,0
22,86.17,One Year,1,11.83,0,0.4175,0
27,70.88,Two Year,1,0.5,0,0.202,0
